,loss,SSIMLoss,PSNRLoss,residual_loss,SSIM_res_loss,PSNRsq,mae,acc,val_loss,val_SSIMLoss,val_PSNRLoss,val_residual_loss,val_SSIM_res_loss,val_PSNRsq,val_mae,val_acc
0,0.49835601449012756,0.4983657896518707,158.9674072265625,0.04690330848097801,159.51271057128906,29605.771484375,0.21602101624011993,0.5119949579238892,0.48469239473342896,0.48425722122192383,154.87881469726562,0.0488092340528965,155.41285705566406,28464.607421875,0.22209994494915009,0.543525755405426
1,0.4960841238498688,0.4960680305957794,160.82200622558594,0.045837197452783585,161.36395263671875,30166.2109375,0.2139614075422287,0.5021361112594604,0.4859771132469177,0.4856588542461395,155.29437255859375,0.048366159200668335,155.8292236328125,28247.880859375,0.2211124449968338,0.5002826452255249
2,0.49588385224342346,0.49587738513946533,161.06704711914062,0.04572044312953949,161.60858154296875,30234.880859375,0.21370279788970947,0.5041072368621826,0.48437684774398804,0.4839661419391632,155.8933563232422,0.048328932374715805,156.42666625976562,28706.517578125,0.22101154923439026,0.5534631013870239
3,0.4958242177963257,0.49578410387039185,161.14956665039062,0.045681267976760864,161.6912078857422,30253.10546875,0.21360313892364502,0.5042961835861206,0.48483315110206604,0.48445582389831543,155.9344024658203,0.04820229485630989,156.46791076660156,28589.177734375,0.2207297831773758,0.49837401509284973
4,0.4957905113697052,0.4957919418811798,161.2123565673828,0.04565265774726868,161.7537078857422,30272.5234375,0.2135516107082367,0.5049470663070679,0.4842130243778229,0.4837849736213684,155.35302734375,0.0484289787709713,155.88621520996094,28529.54296875,0.22123749554157257,0.5534631013870239
5,0.49577096104621887,0.4957634508609772,161.2116241455078,0.04565287008881569,161.75277709960938,30270.021484375,0.21354888379573822,0.5042538046836853,0.48462244868278503,0.48425447940826416,156.1056365966797,0.048180751502513885,156.6389923095703,28677.314453125,0.22067879140377045,0.4988773465156555
6,0.4957987666130066,0.4957910478115082,161.22381591796875,0.04565266892313957,161.7651824951172,30275.056640625,0.2135421484708786,0.5044147968292236,0.484654039144516,0.48428311944007874,156.0824737548828,0.04816902056336403,156.61581420898438,28634.685546875,0.2206527590751648,0.5260072350502014
7,0.4957846999168396,0.4957801401615143,161.23614501953125,0.045649219304323196,161.77748107910156,30277.48828125,0.21352970600128174,0.5038936734199524,0.48441585898399353,0.48400062322616577,155.5923309326172,0.04852016270160675,156.1258544921875,28655.673828125,0.22144435346126556,0.5282148718833923
8,0.4957735240459442,0.4957735240459442,161.23536682128906,0.04564698040485382,161.77662658691406,30279.595703125,0.2135288268327713,0.5031193494796753,0.4844445288181305,0.4840427339076996,155.88414001464844,0.04836428165435791,156.4175262451172,28675.2734375,0.2210921347141266,0.5204734206199646
9,0.49577614665031433,0.4957656264305115,161.2416534423828,0.04564456269145012,161.7830352783203,30281.7109375,0.21353012323379517,0.5037382245063782,0.4845385253429413,0.48414766788482666,155.92823791503906,0.04829515889286995,156.4616241455078,28650.26171875,0.22093568742275238,0.5265189409255981
10,0.4957812428474426,0.49576646089553833,161.25123596191406,0.04564080387353897,161.7928466796875,30281.962890625,0.21351444721221924,0.5045678615570068,0.4843325614929199,0.48393818736076355,155.91201782226562,0.04830309748649597,156.4451904296875,28684.67578125,0.22095295786857605,0.5162408351898193
11,0.49576354026794434,0.49577370285987854,161.23025512695312,0.04564864933490753,161.77157592773438,30273.400390625,0.213528573513031,0.504468560218811,0.4843596816062927,0.4839712679386139,156.1873779296875,0.04828174412250519,156.7205810546875,28791.54296875,0.22090469300746918,0.512848436832428
12,0.4957614243030548,0.49574410915374756,161.24420166015625,0.0456499420106411,161.78567504882812,30281.666015625,0.21352362632751465,0.5047752261161804,0.48440825939178467,0.48401540517807007,156.00802612304688,0.04825799539685249,156.541259765625,28703.775390625,0.22085104882717133,0.5387294888496399
13,0.49575385451316833,0.4957270920276642,161.26113891601562,0.04564277455210686,161.8024139404297,30285.845703125,0.2135084569454193,0.5054231882095337,0.48445284366607666,0.48402678966522217,155.571533203125,0.04851134866476059,156.10501098632812,28613.017578125,0.22142376005649567,0.5319234132766724
14,0.495726615190506,0.4957042336463928,161.2559814453125,0.04563914239406586,161.7971649169922,30282.037109375,0.21350298821926117,0.5047112703323364,0.4845435917377472,0.4841634929180145,156.2839813232422,0.04821887984871864,156.81723022460938,28785.9296875,0.22076350450515747,0.4980802834033966
